_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
23334,328,800621,EGLINTON JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,223 EGLINTON AVE E,English Public,800621,223,Eglinton Ave E,223 Eglinton Ave E,M4P 1L1,former Toronto,Toronto,Eglinton Junior Public School,102001,1138255,223,,,,125,313596.717,4840889.386,43.707912336999996,-79.3908500704,"{u'type': u'Point', u'coordinates': (-79.3908468303, 43.7079037465)}"
23335,329,14199314,EGLINTON LINC AND ESL CENTRE,,ES,Toronto Catholic District School Board,90 EGLINTON AVE E,English Separate,14199314,90,Eglinton Ave E,90 Eglinton Ave E,M4P 2Y3,former Toronto,Toronto,,115001,1138300,90,,,,125,313189.542,4840857.447,43.707629561400005,-79.39590295810001,"{u'type': u'Point', u'coordinates': (-79.3958997215, 43.7076209684)}"
23336,330,20141250,EITZ CHAIM HEBREW BOYS,,PR,,475 PATRICIA AVE,Private,20141250,475,Patricia Ave,475 Patricia Ave,M2R 2N1,North York,Toronto,Eitz Chaim Day School,102008,30115595,475,,,,6386,309274.846,4849318.05,43.783810513,-79.444404123,"{u'type': u'Point', u'coordinates': (-79.4444041192, 43.7838105185)}"
23337,331,10071229,ELIA MIDDLE SCHOOL,,EP,Toronto District School Board,215 SENTINEL RD,English Public,10071229,215,Sentinel Rd,215 Sentinel Rd,M3J 1T7,North York,Toronto,Elia Middle School,102001,10071213,215,,,,6678,304924.151,4845982.406,43.75380791560001,-79.49846159020001,"{u'type': u'Point', u'coordinates': (-79.4984583081, 43.7537993176)}"
23338,332,13503328,ELITE ACADEMIC SCHOOL,,PR,,201 CONSUMERS RD,Private,13503328,201,Consumers Rd,201 Consumers Rd,M2J 4G8,North York,Toronto,,104008,438551,201,,,,5264,318304.724,4848029.376,43.772109979899994,-79.3322520985,"{u'type': u'Point', u'coordinates': (-79.3322488675, 43.7721013757)}"
23339,333,11484418,ELITE ACADEMY,,PR,,100 TEMPO AVE,Private,11484418,100,Tempo Ave,100 Tempo Ave,M2H 2N8,North York,Toronto,,115001,11484413,100,,,,6871,317609.53,4851820.313999999,43.806244972100004,-79.3407969817,"{u'type': u'Point', u'coordinates': (-79.3407937524, 43.8062363627)}"
23340,334,9066025,ELITE HIGH SCHOOL,,PR,,4750 YONGE ST,Private,9066025,4750,Yonge St,4750 Yonge St,M2N 0J6,North York,Toronto,,115001,30057316,4750,,,,4733,311964.00399999996,4846727.758,43.760473756,-79.41102839199999,"{u'type': u'Point', u'coordinates': (-79.4110283871, 43.760473756)}"
23341,335,390308,ELIZABETH SIMCOE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,166 SYLVAN AVE,English Public,390308,166,Sylvan Ave,166 Sylvan Ave,M1E 1A3,Scarborough,Toronto,Elizabeth Simcoe Junior Public School,102001,110959,166,,,,4522,328478.907,4844286.04,43.738160568199994,-79.2060380481,"{u'type': u'Point', u'coordinates': (-79.2060348701, 43.7381519616)}"
23342,336,4504013,ELKHORN PUBLIC SCHOOL,,EP,Toronto District School Board,10 ELKHORN DR,English Public,4504013,10,Elkhorn Dr,10 Elkhorn Dr,M2K 1J3,North York,Toronto,Elkhorn Public School,102001,4503989,10,,,,5494,314455.658,4847924.261,43.771223999300005,-79.3800656765,"{u'type': u'Point', u'coordinates': (-79.3800624356, 43.771215393)}"
23343,337,6387831,ELLESMERE MONTESSORI,,PR,,37 MARCHINGTON CRCL,Private,6387831,37,Marchington Crcl,37 Marchington Crcl,M1R 3M6,Scarborough,Toronto,West Ellesmere United Church,109001,6387832,37,,,,8420,320306.071,4846533.4180000005,43.758605478599996,-79.307435357,"{u'type': u'Point', u'coordinates': (-79.3074321386, 43.7585968747)}"
23344,338,4312082,ELLESMERE STATTON PUBLIC SCHOOL,,EP,Toronto District School Board,739 ELLESMERE RD,English Public,4312082,739,Ellesmere Rd,739 Ellesmere Rd,M1P 2W1,Scarborough,Toronto,Ellesmere-Statton Public School,102001,14663886,739,,,,7835,321903.83,4847095.78,43.763632214,-79.2875752082,"{u'type': u'Point', u'coordinates': (-79.2875719983, 43.7636236124)}"
23345,339,3614123,ELLINGTON MONTESSORI,,PR,,40 COWDRAY CRT,Private,3614123,40,Cowdray Crt,40 Cowdray Crt,M1S 1A1,Scarborough,Toronto,,113001,3613591,40,,,,7667,322158.151,4848945.856000001,43.780279031999996,-79.2843567595,"{u'type': u'Point', u'coordinates': (-79.2843535492, 43.780270427)}"
23346,340,8128665,ELMBANK JUNIOR MIDDLE ACADEMY,,EP,Toronto District School Board,10 PITTSBORO DR,English Public,8128665,10,Pittsboro Dr,10 Pittsboro Dr,M9V 3R4,Etobicoke,Toronto,Elmbank Junior Middle Academy,102001,20053315,10,,,,2278,297546.506,4844064.669,43.736501903999994,-79.59004707300001,"{u'type': u'Point', u'coordinates': (-79.5900470677, 43.7365019019)}"
23347,341,10010732,ELMLEA JUNIOR SCHOOL,,EP,Toronto District School Board,50 HADRIAN DR,English Public,10010732,50,Hadrian Dr,50 Hadrian Dr,M9W 1V4,Etobicoke,Toronto,Elmlea Public School,102001,20053010,50,,,,1737,300781.469,4841777.443,43.71593862100001,-79.549870192,"{u'type': u'Point', u'coordinates': (-79.5498701971, 43.7159386194)}"
23348,342,9135240,ELPIS COLLEGE TORONTO,,PR,,18 GREENFIELD AVE,Private,9135240,18,Greenfield Ave,18 Greenfield Ave,M2N 3C8,North York,Toronto,,112001,20040806,18,,,,5748,311984.196,4847075.65,43.7636136007,-79.4107762105,"{u'type': u'Point', u'coordinates': (-79.4107729639, 43.7636049969)}"
23349,343,574355,EMERY COLLEGIATE INSTITUTE,,EP,Toronto District School Board,3395 WESTON RD,English Public,574355,3395,Weston Rd,3395 Weston Rd,M9M 2V9,North York,Toronto,Emery Collegiate Institute,102002,30117738,3395,,,,952,301614.244,4845419.173,43.748722706,-79.539556981,"{u'type': u'Point', u'coordinates': (-79.5395569846, 43.7487227091)}"
23350,344,574355,EMERY EDVANCE ADULT LEARNING CENTRE,,EP,Toronto District School Board,3395 WESTON RD,English Public,574355,3395,Weston Rd,3395 Weston Rd,M9M 2V9,North York,Toronto,Emery Collegiate Institute,102002,30117738,3395,,,,952,301614.244,4845419.173,43.748722706,-79.539556981,"{u'type': u'Point', u'coordinates': (-79.5395569846, 43.7487227091)}"
23351,345,349131,EMILY CARR PUBLIC SCHOOL,,EP,Toronto District School Board,90 JOHN TABOR TRL,English Public,349131,90,John Tabor Trl,90 John Tabor Trl,M1B 2V2,Scarborough,Toronto,Emily Carr Public School,102001,104486,90,,,,8200,328380.045,4851714.869,43.8050310016,-79.2069390465,"{u'type': u'Point', u'coordinates': (-79.2069358552, 43.8050223865)}"
23352,346,9638341,ENQUIRING MINDS MONTESSORI CASA SCHOOL,,PR,,24 PROGRESS AVE,Private,9638341,24,Progress Ave,24 Progress Ave,M1P 2Y4,Scarborough,Toronto,,115001,9638338,24,,,,8740,322498.517,4847852.087,43.770425851899994,-79.2801643737,"{u'type': u'Point', u'coordinates': (-79.2801611624, 43.7704172494)}"
23353,347,373586,EPIPHANY OF OUR LORD CATHOLIC ACADEMY,,ES,Toronto Catholic District School Board,3150 PHARMACY AVE,English Separate,373586,3150,Pharmacy Ave,3150 Pharmacy Ave,M1W 3J5,Scarborough,Toronto,Epiphany of Our Lord Catholic Academy,102004,14668282,3150,,,,8691,318564.919,4851013.621,43.798958092,-79.328940252,"{u'type': u'Point', u'coordinates': (-79.328940246, 43.7989580963)}"
23354,348,820061,EQUINOX HOLISTIC ALTERNATIVE SCHOOL,,EP,Toronto District School Board,151 HIAWATHA RD,English Public,820061,151,Hiawatha Rd,151 Hiawatha Rd,M4L 2Y1,former Toronto,Toronto,Roden Junior Public School,102001,14022212,151,,,,3656,319066.434,4837118.188,43.6738818649,-79.3230796953,"{u'type': u'Point', u'coordinates': (-79.3230764862, 43.6738732739)}"
23355,349,498502,ERNEST PUBLIC SCHOOL,,EP,Toronto District School Board,150 CHEROKEE BLVD,English Public,498502,150,Cherokee Blvd,150 Cherokee Blvd,M2J 4A4,North York,Toronto,Ernest Public School,102001,436907,150,,,,5182,317887.224,4850174.287,43.791424077399995,-79.33738580100001,"{u'type': u'Point', u'coordinates': (-79.3373825688, 43.7914154651)}"
23356,350,6316533,ERUDITE ELEMENTARY SCHOOL,,PR,,2323 BLOOR ST W,Private,6316533,2323,Bloor St W,2323 Bloor St W,M6S 4W1,former Toronto,Toronto,,107005,6314757,2323,,,,458,306414.261,4834451.885,43.6500167104,-79.4799921189,"{u'type': u'Point', u'coordinates': (-79.4799888562, 43.6500081301)}"
23357,351,30024677,ESSEX JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,50 ESSEX ST,English Public,30024677,50,Essex St,50 Essex St,M6G 1T3,former Toronto,Toronto,Essex Junior and Senior School Public School,102001,30017326,50,,,,3408,311060.735,4836479.607,43.668235743000004,-79.422365484,"{u'type': u'Point', u'coordinates': (-79.4223654835, 43.6682357494)}"
23358,352,7940034,ETIENNE BRULE JUNIOR SCHOOL,,EP,Toronto District School Board,50 CLOVERHILL RD,English Public,7940034,50,Cloverhill Rd,50 Cloverhill Rd,M8Y 1T3,Etobicoke,Toronto,Etienne Brule Junior Public School,102001,7940032,50,,,,1363,305632.335,4832853.165,43.6356273113,-79.4896877162,"{u'type': u'Point', u'coordinates': (-79.4896844559, 43.6356187407)}"
23359,353,10756789,ETOBICOKE COLLEGIATE INSTITUTE,,EP,Toronto District School Board,86 MONTGOMERY RD,English Public,10756789,86,Montgomery Rd,86 Montgomery Rd,M9A 3N5,Etobicoke,Toronto,Etobicoke Collegiate Institute,102002,10756784,86,,,,2136,303001.409,4834460.383,43.6500927805,-79.522299488,"{u'type': u'Point', u'coordinates': (-79.5222962139, 43.6500842008)}"
23360,354,10142862,ETOBICOKE SCHOOL OF THE ARTS,,EP,Toronto District School Board,675 ROYAL YORK RD,English Public,10142862,675,Royal York Rd,675 Royal York Rd,M8Y 2T1,Etobicoke,Toronto,Etobicoke School Of The Arts,102002,10142864,675,,,,2413,304465.24,4832310.257,43.63074078020001,-79.5041517834,"{u'type': u'Point', u'coordinates': (-79.504148517, 43.630732205)}"
23361,355,9109922,ETOBICOKE YEAR ROUND ALTERNATIVE CENTRE,,EP,Toronto District School Board,160 SILVERHILL DR,English Public,9109922,160,Silverhill Dr,160 Silverhill Dr,M9B 3W7,Etobicoke,Toronto,,115001,9109918,160,,,,2484,300662.545,4832658.766,43.633866414399996,-79.5512794008,"{u'type': u'Point', u'coordinates': (-79.5512761137, 43.633857846)}"
23362,356,4248888,EXCEL HIGH SCHOOL,,PR,,55 NUGGET AVE,Private,4248888,55,Nugget Ave,55 Nugget Ave,M1S 3L1,Scarborough,Toronto,,113001,4248848,55,,,,11074,324291.038,4850270.271000001,43.792147117,-79.2578112422,"{u'type': u'Point', u'coordinates': (-79.2578080337, 43.7921385077)}"
23363,357,30006529,EXTRAORDINARY EDUCATION CENTRE,,PR,,462 MCNICOLL AVE,Private,30006529,462,McNicoll Ave,462 McNicoll Ave,M2H 2E1,North York,Toronto,,113001,11484469,462,,,,6195,317527.463,4851628.617,43.8045209088,-79.3418215271,"{u'type': u'Point', u'coordinates': (-79.3418182907, 43.8045122986)}"
23364,358,54313,F H MILLER JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,300 CALEDONIA RD,English Public,54313,300,Caledonia Rd,300 Caledonia Rd,M6E 4T5,York,Toronto,F. H. Miller Junior Public School,102001,14072354,300,,,,481,308113.74199999997,4838229.467,43.684014356400006,-79.4589013604,"{u'type': u'Point', u'coordinates': (-79.458898094, 43.6840057733)}"
23365,359,62504,FAIRBANK MEMORIAL COMMUNITY SCHOOL,,EP,Toronto District School Board,555 HARVIE AVE,English Public,62504,555,Harvie Ave,555 Harvie Ave,M6E 4M2,York,Toronto,Fairbank Memorial Community School - Building Grounds,102001,8067,555,,,,648,308394.848,4839084.763,43.691703239,-79.455405701,"{u'type': u'Point', u'coordinates': (-79.4554057013, 43.6917032418)}"
23366,360,9741283,FAIRBANK PUBLIC SCHOOL,,EP,Toronto District School Board,2335 DUFFERIN ST,English Public,9741283,2335,Dufferin St,2335 Dufferin St,M6E 3S5,York,Toronto,Fairbank Middle Public School,102001,9741259,2335,,,,557,308903.857,4839372.173,43.694287665,-79.44908922399999,"{u'type': u'Point', u'coordinates': (-79.4490892289, 43.6942876649)}"
23367,361,373577,FAIRGLEN JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,2200 PHARMACY AVE,English Public,373577,2200,Pharmacy Ave,2200 Pharmacy Ave,M1W 1H8,Scarborough,Toronto,Fairglen Junior Public School,102001,106776,2200,,,,8691,319107.568,4849456.985,43.7849449836,-79.3222414192,"{u'type': u'Point', u'coordinates': (-79.3222381904, 43.7849363771)}"
23368,362,2261459,FAIRMOUNT JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,31 SLOLEY RD,English Public,2261459,31,Sloley Rd,31 Sloley Rd,M1M 1C7,Scarborough,Toronto,Fairmount Junior Public School,102001,2261458,31,,,,8967,326483.122,4842235.754,43.719766693000004,-79.2308973734,"{u'type': u'Point', u'coordinates': (-79.2308941806, 43.7197580925)}"
23369,363,10144967,FATHER HENRY CARR CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,1760 MARTIN GROVE RD,English Separate,10144967,1760,Martin Grove Rd,1760 Martin Grove Rd,M9V 3S4,Etobicoke,Toronto,Father Henry Carr,102004,10144951,1760,,,,2066,297364.941,4843983.013,43.7357651,-79.592299943,"{u'type': u'Point', u'coordinates': (-79.5922999387, 43.7357651008)}"
23370,364,14600948,FATHER JOHN REDMOND CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,28 COLONEL SAMUEL SMITH PARK DR,English Separate,14600948,28,Colonel Samuel Smith Park Dr,28 Colonel Samuel Smith Park Dr,M8V 4B7,Etobicoke,Toronto,"Father John Redmond, Ken Cox Community Centre",102004,30016383,28,,,,15629,303464.635,4828356.466,43.595141345,-79.51653876600001,"{u'type': u'Point', u'coordinates': (-79.5165387693, 43.5951413486)}"
23371,365,1035168,FATHER SERRA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,111 SUN ROW DR,English Separate,1035168,111,Sun Row Dr,111 Sun Row Dr,M9P 3J3,Etobicoke,Toronto,Father Serra Catholic School,102003,909192,111,,,,2554,301815.598,4838444.666,43.685944235,-79.537018133,"{u'type': u'Point', u'coordinates': (-79.5370181386, 43.6859442409)}"
23372,366,8014986,FAYWOOD ARTS BASED CURRICULUM SCHOOL,,EP,Toronto District School Board,95 FAYWOOD BLVD,English Public,8014986,95,Faywood Blvd,95 Faywood Blvd,M3H 2X5,North York,Toronto,Faywood Arts-Based Curriculum School,102001,442642,95,,,,5570,309093.41,4844434.629,43.7398636296,-79.4467005946,"{u'type': u'Point', u'coordinates': (-79.446697335, 43.7398550355)}"
23373,367,515284,FENSIDE PUBLIC SCHOOL,,EP,Toronto District School Board,131 FENSIDE DR,English Public,515284,131,Fenside Dr,131 Fenside Dr,M3A 2V9,North York,Toronto,Fenside Public School,102001,439443,131,,,,5578,318557.80600000004,4847194.348,43.764589122299995,-79.3291298007,"{u'type': u'Point', u'coordinates': (-79.32912658, 43.764580519)}"
23374,368,8007871,FERN AVENUE JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,128 FERN AVE,English Public,8007871,128,Fern Ave,128 Fern Ave,M6R 1K3,former Toronto,Toronto,Fern Avenue Public School,102001,14017573,128,,,,591,309147.32300000003,4833916.759,43.6451888925,-79.4461161,"{u'type': u'Point', u'coordinates': (-79.4461128419, 43.6451803159)}"
